"Total","Facebook Campaign Name","Campaign Id","Campaign Owner","Date","Viewable Impressions","Facebook Clicks","Strategis Impressions","S1 Searches","Conversions","S1 Clicks","Conversion Rate","Frequency","Revenue","Spent","Margin"
"Total","sibr2mj06nk_MississippiRiverCruise_0827_Facebook_KnowledgeWarehouse_TJ","sibr2mj06nk","tj","2025-10-06",5906,530,12,280,154,172,0.32452830188679244,1.0622302158273382,106.87968505380002,116.86,-9.980314946199982
"Total","sibr2mj06nk_MississippiRiverCruise_0827_Facebook_KnowledgeWarehouse_TJ","sibr2mj06nk","tj","2025-10-07",4681,428,11,211,137,171,0.39953271028037385,1.0290173664541657,118.87245755700002,110.76,8.112457557000013
"Total","sibr2mj06nk_MississippiRiverCruise_0827_Facebook_KnowledgeWarehouse_TJ","sibr2mj06nk","tj","2025-10-08",3567,382,6,173,103,128,0.33507853403141363,1.0494263018534864,99.04012471492999,94.78,4.260124714929987
"Total","sibr2mj06nk_MississippiRiverCruise_0827_Facebook_KnowledgeWarehouse_TJ","sibr2mj06nk","tj","2025-10-09",3217,309,5,152,97,117,0.3786407766990291,1.0730486991327552,84.5179580961,93.26,-8.742041903900002
"Total","sibs2ec06jj_1007_Plumbing_FB_KnowlWarehouse_RSOC_AU","sibs2ec06jj","Anastasia",,1896,157,171,105,28,34,0.21656050955414013,1.2836831415030467,51.2333356987,60.1,-8.866664301299998
"Total","sibs2ec06jj_1007_Plumbing_FB_KnowlWarehouse_RSOC_AU","sibs2ec06jj","Anastasia","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sibs2ec06jj_1007_Plumbing_FB_KnowlWarehouse_RSOC_AU","sibs2ec06jj","Anastasia","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sibs2ec06jj_1007_Plumbing_FB_KnowlWarehouse_RSOC_AU","sibs2ec06jj","Anastasia","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sibs2ec06jj_1007_Plumbing_FB_KnowlWarehouse_RSOC_AU","sibs2ec06jj","Anastasia","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sibs2ec06jj_1007_Plumbing_FB_KnowlWarehouse_RSOC_AU","sibs2ec06jj","Anastasia","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sibs2ec06jj_1007_Plumbing_FB_KnowlWarehouse_RSOC_AU","sibs2ec06jj","Anastasia","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sibs2ec06jj_1007_Plumbing_FB_KnowlWarehouse_RSOC_AU","sibs2ec06jj","Anastasia","2025-10-07",258,18,42,18,4,4,0.2222222222222222,1.131578947368421,5.105886,7.96,-2.854114
"Total","sibs2ec06jj_1007_Plumbing_FB_KnowlWarehouse_RSOC_AU","sibs2ec06jj","Anastasia","2025-10-08",773,73,69,38,13,17,0.2328767123287671,1.3304647160068848,29.552796,25.11,4.442796000000001
"Total","sibs2ec06jj_1007_Plumbing_FB_KnowlWarehouse_RSOC_AU","sibs2ec06jj","Anastasia","2025-10-09",865,66,60,49,11,13,0.19696969696969696,1.2949101796407185,16.5746536987,27.03,-10.4553463013
"Total","sibw2ac06dt_0926_SenInternet_DESKTOP_MIKE","sibw2ac06dt","mike",,0,0,0,0,0,0,0,0,0,0,0
"Total","sibw2ac06dt_0926_SenInternet_DESKTOP_MIKE","sibw2ac06dt","mike","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sibw2ac06dt_0926_SenInternet_DESKTOP_MIKE","sibw2ac06dt","mike","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sibw2ac06dt_0926_SenInternet_DESKTOP_MIKE","sibw2ac06dt","mike","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sibw2ac06dt_0926_SenInternet_DESKTOP_MIKE","sibw2ac06dt","mike","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sibw2ac06dt_0926_SenInternet_DESKTOP_MIKE","sibw2ac06dt","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sibw2ac06dt_0926_SenInternet_DESKTOP_MIKE","sibw2ac06dt","mike","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sibw2ac06dt_0926_SenInternet_DESKTOP_MIKE","sibw2ac06dt","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sibw2ac06dt_0926_SenInternet_DESKTOP_MIKE","sibw2ac06dt","mike","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","sibw2ac06dt_0926_SenInternet_DESKTOP_MIKE","sibw2ac06dt","mike","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","sibww306c8_1006_JeepGrandCherokeeSUVs_TJ","sibww306c8","tj",,1986,213,233,140,74,96,0.4507042253521127,1.1008869179600886,87.8118194457,64.83000000000001,22.981819445699983
"Total","sibww306c8_1006_JeepGrandCherokeeSUVs_TJ","sibww306c8","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sibww306c8_1006_JeepGrandCherokeeSUVs_TJ","sibww306c8","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sibww306c8_1006_JeepGrandCherokeeSUVs_TJ","sibww306c8","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sibww306c8_1006_JeepGrandCherokeeSUVs_TJ","sibww306c8","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sibww306c8_1006_JeepGrandCherokeeSUVs_TJ","sibww306c8","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sibww306c8_1006_JeepGrandCherokeeSUVs_TJ","sibww306c8","tj","2025-10-06",27,2,57,2,0,0,0,1,0,0.45,-0.45
"Total","sibww306c8_1006_JeepGrandCherokeeSUVs_TJ","sibww306c8","tj","2025-10-07",560,42,36,28,19,23,0.5476190476190477,1.0916179337231968,24.888938999999997,17.11,7.778938999999998
"Total","sibww306c8_1006_JeepGrandCherokeeSUVs_TJ","sibww306c8","tj","2025-10-08",541,76,67,57,31,40,0.5263157894736842,1.1154639175257732,30.266860445699997,19.67,10.596860445699996
"Total","sibww306c8_1006_JeepGrandCherokeeSUVs_TJ","sibww306c8","tj","2025-10-09",858,93,73,53,24,33,0.3548387096774194,1.1014120667522465,32.65602,27.6,5.056019999999997
"Total","sibz32j06tg_CreditCardCanada_0923_Facebook_KnowledgeWarehouse_TJ","sibz32j06tg","tj",,27364,1410,162,758,256,311,0.22056737588652484,1.228407254444245,885.2582033635399,635.3199999999999,249.93820336353997
"Total","sibz32j06tg_CreditCardCanada_0923_Facebook_KnowledgeWarehouse_TJ","sibz32j06tg","tj","2025-10-01",2611,108,8,95,22,23,0.21296296296296297,1.2874753451676528,78.4827,60.06,18.422699999999992
"Total","sibz32j06tg_CreditCardCanada_0923_Facebook_KnowledgeWarehouse_TJ","sibz32j06tg","tj","2025-10-02",2164,99,1,64,23,23,0.23232323232323232,1.2062430323299889,55.010057999999994,50.91,4.100057999999997
"Total","sibz32j06tg_CreditCardCanada_0923_Facebook_KnowledgeWarehouse_TJ","sibz32j06tg","tj","2025-10-03",2179,114,4,53,22,27,0.23684210526315788,1.2262239729881823,86.1930775714,48.57,37.623077571399996
"Total","sibz32j06tg_CreditCardCanada_0923_Facebook_KnowledgeWarehouse_TJ","sibz32j06tg","tj","2025-10-04",1868,94,0,49,19,26,0.2765957446808511,1.2137751786874593,81.161937,45.75,35.411936999999995
"Total","sibz32j06tg_CreditCardCanada_0923_Facebook_KnowledgeWarehouse_TJ","sibz32j06tg","tj","2025-10-05",3027,178,0,93,27,33,0.1853932584269663,1.2880851063829788,92.16292459459999,63.59,28.572924594599982
"Total","sibz32j06tg_CreditCardCanada_0923_Facebook_KnowledgeWarehouse_TJ","sibz32j06tg","tj","2025-10-06",3189,163,4,77,26,34,0.2085889570552147,1.1917040358744395,80.65804971428,70.62,10.038049714279992
"Total","sibz32j06tg_CreditCardCanada_0923_Facebook_KnowledgeWarehouse_TJ","sibz32j06tg","tj","2025-10-07",4275,205,2,98,40,46,0.22439024390243903,1.2001684446939922,121.90131425999996,98.52,23.381314259999968
"Total","sibz32j06tg_CreditCardCanada_0923_Facebook_KnowledgeWarehouse_TJ","sibz32j06tg","tj","2025-10-08",4229,203,132,96,38,46,0.22660098522167488,1.1611751784733664,121.6048842,99.28,22.3248842
"Total","sibz32j06tg_CreditCardCanada_0923_Facebook_KnowledgeWarehouse_TJ","sibz32j06tg","tj","2025-10-09",3822,246,11,133,39,53,0.21544715447154472,1.3143053645116918,168.08325802326002,98.02,70.06325802326002
"Total","sic5q606v6_1006_HepatitisC_KnowledgeWarehouse_TJ","sic5q606v6","tj",,3376,258,260,169,94,127,0.49224806201550386,1.1230871590153026,59.74035881139999,66.06,-6.319641188600009
"Total","sic5q606v6_1006_HepatitisC_KnowledgeWarehouse_TJ","sic5q606v6","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sic5q606v6_1006_HepatitisC_KnowledgeWarehouse_TJ","sic5q606v6","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sic5q606v6_1006_HepatitisC_KnowledgeWarehouse_TJ","sic5q606v6","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sic5q606v6_1006_HepatitisC_KnowledgeWarehouse_TJ","sic5q606v6","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sic5q606v6_1006_HepatitisC_KnowledgeWarehouse_TJ","sic5q606v6","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sic5q606v6_1006_HepatitisC_KnowledgeWarehouse_TJ","sic5q606v6","tj","2025-10-06",146,7,28,2,1,1,0.14285714285714285,1.0138888888888888,0.297693,2.9,-2.6023069999999997
"Total","sic5q606v6_1006_HepatitisC_KnowledgeWarehouse_TJ","sic5q606v6","tj","2025-10-07",1166,76,74,54,35,54,0.7105263157894737,1.1442590775269872,23.184246823899993,19.73,3.454246823899993
"Total","sic5q606v6_1006_HepatitisC_KnowledgeWarehouse_TJ","sic5q606v6","tj","2025-10-08",1168,93,85,61,35,44,0.4731182795698925,1.1473477406679764,23.520557891399996,25.49,-1.9694421086000027
"Total","sic5q606v6_1006_HepatitisC_KnowledgeWarehouse_TJ","sic5q606v6","tj","2025-10-09",896,82,73,52,23,28,0.34146341463414637,1.0860606060606062,12.7378610961,17.94,-5.202138903900002
"Total","sicd12b06w7_0722_ImmigrationLawyer-SP - FB - TL - BH","sicd12b06w7","ben",,0,0,0,0,0,0,0,0,0,0,0
"Total","sicd12b06w7_0722_ImmigrationLawyer-SP - FB - TL - BH","sicd12b06w7","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sicd12b06w7_0722_ImmigrationLawyer-SP - FB - TL - BH","sicd12b06w7","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sicd12b06w7_0722_ImmigrationLawyer-SP - FB - TL - BH","sicd12b06w7","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sicd12b06w7_0722_ImmigrationLawyer-SP - FB - TL - BH","sicd12b06w7","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sicd12b06w7_0722_ImmigrationLawyer-SP - FB - TL - BH","sicd12b06w7","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sicd12b06w7_0722_ImmigrationLawyer-SP - FB - TL - BH","sicd12b06w7","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sicj4jf06jj_0926_BotoxEN_FB_HB_HB1_RSOC_AU","sicj4jf06jj","Anastasia",,3028,235,313,148,74,97,0.4127659574468085,1.1099706744868034,188.57384335349997,163.53000000000003,25.043843353499938
"Total","sicj4jf06jj_0926_BotoxEN_FB_HB_HB1_RSOC_AU","sicj4jf06jj","Anastasia","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sicj4jf06jj_0926_BotoxEN_FB_HB_HB1_RSOC_AU","sicj4jf06jj","Anastasia","2025-10-02",0,0,2,0,0,0,0,0,0,0,0
"Total","sicj4jf06jj_0926_BotoxEN_FB_HB_HB1_RSOC_AU","sicj4jf06jj","Anastasia","2025-10-03",207,13,76,0,0,0,0,1.0561224489795917,0,11.54,-11.54
"Total","sicj4jf06jj_0926_BotoxEN_FB_HB_HB1_RSOC_AU","sicj4jf06jj","Anastasia","2025-10-04",343,23,25,18,9,10,0.43478260869565216,1.061919504643963,17.9160242424,18.49,-0.5739757575999995
"Total","sicj4jf06jj_0926_BotoxEN_FB_HB_HB1_RSOC_AU","sicj4jf06jj","Anastasia","2025-10-05",382,32,34,15,12,13,0.40625,1.1335311572700297,24.47775,21.17,3.3077499999999986
"Total","sicj4jf06jj_0926_BotoxEN_FB_HB_HB1_RSOC_AU","sicj4jf06jj","Anastasia","2025-10-06",432,33,31,21,7,10,0.30303030303030304,1.0881612090680102,19.5331622641,23.04,-3.5068377358999996
"Total","sicj4jf06jj_0926_BotoxEN_FB_HB_HB1_RSOC_AU","sicj4jf06jj","Anastasia","2025-10-07",457,35,37,19,11,15,0.42857142857142855,1.1200980392156863,22.395450847,23.01,-0.6145491530000022
"Total","sicj4jf06jj_0926_BotoxEN_FB_HB_HB1_RSOC_AU","sicj4jf06jj","Anastasia","2025-10-08",639,50,52,37,14,22,0.44,1.126984126984127,46.04305599999999,32.83,13.213055999999995
"Total","sicj4jf06jj_0926_BotoxEN_FB_HB_HB1_RSOC_AU","sicj4jf06jj","Anastasia","2025-10-09",568,49,56,38,21,27,0.5510204081632653,1.136,58.2084,33.45,24.758399999999995
"Total","sicq1j206tp_0824_ED1_FB_TopGeos_TL_RD_BH","sicq1j206tp","ben",,0,0,3,0,0,0,0,0,0,0,0
"Total","sicq1j206tp_0824_ED1_FB_TopGeos_TL_RD_BH","sicq1j206tp","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sicq1j206tp_0824_ED1_FB_TopGeos_TL_RD_BH","sicq1j206tp","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sicq1j206tp_0824_ED1_FB_TopGeos_TL_RD_BH","sicq1j206tp","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sicq1j206tp_0824_ED1_FB_TopGeos_TL_RD_BH","sicq1j206tp","ben","2025-10-06",0,0,3,0,0,0,0,0,0,0,0
"Total","sicvyw06d5_0519_FatRemoval_FB_TriviaLibrary_RSOC_Template002_AUBH","sicvyw06d5","AnastasiaFB",,0,0,0,0,0,0,0,0,0,0,0
"Total","sicvyw06d5_0519_FatRemoval_FB_TriviaLibrary_RSOC_Template002_AUBH","sicvyw06d5","AnastasiaFB","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sicvyw06d5_0519_FatRemoval_FB_TriviaLibrary_RSOC_Template002_AUBH","sicvyw06d5","AnastasiaFB","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sicvyw06d5_0519_FatRemoval_FB_TriviaLibrary_RSOC_Template002_AUBH","sicvyw06d5","AnastasiaFB","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sicvyw06d5_0519_FatRemoval_FB_TriviaLibrary_RSOC_Template002_AUBH","sicvyw06d5","AnastasiaFB","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sicvyw06d5_0519_FatRemoval_FB_TriviaLibrary_RSOC_Template002_AUBH","sicvyw06d5","AnastasiaFB","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sicvyw06d5_0519_FatRemoval_FB_TriviaLibrary_RSOC_Template002_AUBH","sicvyw06d5","AnastasiaFB","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sicx1em065n_0916_DentalImplants_OGCreatives_KnowledgeWarehouse_TJ","sicx1em065n","tj",,17582,1713,35,1108,450,590,0.344424985405721,1.1208721152620171,706.4081686318,525.77,180.6381686318
"Total","sicx1em065n_0916_DentalImplants_OGCreatives_KnowledgeWarehouse_TJ","sicx1em065n","tj","2025-10-01",1899,165,3,110,39,42,0.2545454545454545,1.1276722090261282,51.762498,54.99,-3.227502000000001
"Total","sicx1em065n_0916_DentalImplants_OGCreatives_KnowledgeWarehouse_TJ","sicx1em065n","tj","2025-10-02",1623,170,8,106,42,56,0.32941176470588235,1.1101231190150478,53.93362359520001,42.41,11.523623595200014
"Total","sicx1em065n_0916_DentalImplants_OGCreatives_KnowledgeWarehouse_TJ","sicx1em065n","tj","2025-10-03",1615,141,3,84,37,45,0.3191489361702128,1.1153314917127073,56.73920328,43.1,13.639203279999997
"Total","sicx1em065n_0916_DentalImplants_OGCreatives_KnowledgeWarehouse_TJ","sicx1em065n","tj","2025-10-04",1517,139,1,93,47,55,0.39568345323741005,1.1138032305433188,60.17391616279999,40.35,19.82391616279999
"Total","sicx1em065n_0916_DentalImplants_OGCreatives_KnowledgeWarehouse_TJ","sicx1em065n","tj","2025-10-05",1817,175,3,112,40,53,0.3028571428571429,1.1059038344491783,61.39692599999999,53.15,8.246925999999995
"Total","sicx1em065n_0916_DentalImplants_OGCreatives_KnowledgeWarehouse_TJ","sicx1em065n","tj","2025-10-06",2067,187,10,122,54,69,0.3689839572192513,1.1203252032520326,90.27133707520002,60.3,29.971337075200026
"Total","sicx1em065n_0916_DentalImplants_OGCreatives_KnowledgeWarehouse_TJ","sicx1em065n","tj","2025-10-07",2572,230,2,139,57,74,0.3217391304347826,1.1206971677559914,87.3519831818,75.75,11.601983181799994
"Total","sicx1em065n_0916_DentalImplants_OGCreatives_KnowledgeWarehouse_TJ","sicx1em065n","tj","2025-10-08",2283,238,3,173,61,94,0.3949579831932773,1.1582952815829528,125.69442583940003,77.54,48.15442583940002
"Total","sicx1em065n_0916_DentalImplants_OGCreatives_KnowledgeWarehouse_TJ","sicx1em065n","tj","2025-10-09",2189,268,2,169,73,102,0.3805970149253731,1.1077935222672064,119.0842554974,78.18,40.90425549739999
"Total","sid42fo068c_0926_SenInternet_DESKTOP_MIKE_1","sid42fo068c","mike",,18507,711,612,530,262,299,0.42053445850914206,1.0556125941136207,799.4060520905999,666.5799999999999,132.8260520906
"Total","sid42fo068c_0926_SenInternet_DESKTOP_MIKE_1","sid42fo068c","mike","2025-10-01",963,36,30,24,15,18,0.5,1.078387458006719,38.804842334,33.72,5.084842334000001
"Total","sid42fo068c_0926_SenInternet_DESKTOP_MIKE_1","sid42fo068c","mike","2025-10-02",617,26,23,22,12,13,0.5,1.0016233766233766,33.9690405188,22.33,11.639040518800002
"Total","sid42fo068c_0926_SenInternet_DESKTOP_MIKE_1","sid42fo068c","mike","2025-10-03",840,37,35,37,22,30,0.8108108108108109,1.0566037735849056,74.01308797019999,27.82,46.19308797019999
"Total","sid42fo068c_0926_SenInternet_DESKTOP_MIKE_1","sid42fo068c","mike","2025-10-04",1771,94,89,65,32,34,0.3617021276595745,1.041764705882353,104.3743673792,70.63,33.7443673792
"Total","sid42fo068c_0926_SenInternet_DESKTOP_MIKE_1","sid42fo068c","mike","2025-10-05",2815,127,106,94,46,53,0.41732283464566927,1.0797851937092444,130.5367060534,105.7,24.836706053399993
"Total","sid42fo068c_0926_SenInternet_DESKTOP_MIKE_1","sid42fo068c","mike","2025-10-06",3245,111,99,85,42,46,0.4144144144144144,1.0730820105820107,107.5258627128,103.37,4.155862712800001
"Total","sid42fo068c_0926_SenInternet_DESKTOP_MIKE_1","sid42fo068c","mike","2025-10-07",2878,98,85,70,34,40,0.40816326530612246,1.0397398843930636,97.0910577068,97.57,-0.47894229319999226
"Total","sid42fo068c_0926_SenInternet_DESKTOP_MIKE_1","sid42fo068c","mike","2025-10-08",2652,90,72,63,32,37,0.4111111111111111,1.0408163265306123,122.36223427679998,104.87,17.492234276799977
"Total","sid42fo068c_0926_SenInternet_DESKTOP_MIKE_1","sid42fo068c","mike","2025-10-09",2726,92,73,70,27,28,0.30434782608695654,1.0561797752808988,90.7288531386,100.57,-9.841146861399992
"Total","sid5ph06et_PrimaryCareDoctors_Facebook_RSOC_Mike","sid5ph06et","mike",,0,0,0,0,0,0,0,0,0,0,0
"Total","sid5ph06et_PrimaryCareDoctors_Facebook_RSOC_Mike","sid5ph06et","mike","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sid5ph06et_PrimaryCareDoctors_Facebook_RSOC_Mike","sid5ph06et","mike","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sid5ph06et_PrimaryCareDoctors_Facebook_RSOC_Mike","sid5ph06et","mike","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sid5ph06et_PrimaryCareDoctors_Facebook_RSOC_Mike","sid5ph06et","mike","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sid5ph06et_PrimaryCareDoctors_Facebook_RSOC_Mike","sid5ph06et","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sid5ph06et_PrimaryCareDoctors_Facebook_RSOC_Mike","sid5ph06et","mike","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sid5ph06et_PrimaryCareDoctors_Facebook_RSOC_Mike","sid5ph06et","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sid5ph06et_PrimaryCareDoctors_Facebook_RSOC_Mike","sid5ph06et","mike","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","sid5ph06et_PrimaryCareDoctors_Facebook_RSOC_Mike","sid5ph06et","mike","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","sid61qi06t2_SleepApneaTreatment_TriviaLibrary_0619_Facebook_TJ","sid61qi06t2","tj",,0,0,0,0,0,0,0,0,0,0,0
"Total","sid61qi06t2_SleepApneaTreatment_TriviaLibrary_0619_Facebook_TJ","sid61qi06t2","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sid61qi06t2_SleepApneaTreatment_TriviaLibrary_0619_Facebook_TJ","sid61qi06t2","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sid61qi06t2_SleepApneaTreatment_TriviaLibrary_0619_Facebook_TJ","sid61qi06t2","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sid61qi06t2_SleepApneaTreatment_TriviaLibrary_0619_Facebook_TJ","sid61qi06t2","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sid61qi06t2_SleepApneaTreatment_TriviaLibrary_0619_Facebook_TJ","sid61qi06t2","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sid61qi06t2_SleepApneaTreatment_TriviaLibrary_0619_Facebook_TJ","sid61qi06t2","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sidd7w0675_0717_DentalImplantTrials_FB_top20DMA_BH","sidd7w0675","ben",,0,0,0,0,0,0,0,0,0,0,0
"Total","sidd7w0675_0717_DentalImplantTrials_FB_top20DMA_BH","sidd7w0675","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sidd7w0675_0717_DentalImplantTrials_FB_top20DMA_BH","sidd7w0675","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sidd7w0675_0717_DentalImplantTrials_FB_top20DMA_BH","sidd7w0675","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sidd7w0675_0717_DentalImplantTrials_FB_top20DMA_BH","sidd7w0675","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sidd7w0675_0717_DentalImplantTrials_FB_top20DMA_BH","sidd7w0675","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sidd7w0675_0717_DentalImplantTrials_FB_top20DMA_BH","sidd7w0675","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sididw06p8_0421_OnlineHighSchool_FB_TriviaLibrary_RSOC_BH","sididw06p8","ben","2025-10-01",0,0,1,0,0,0,0,0,0,0,0
"Total","sieq6v06h2_0616_DentalImplantTrials_FB_TL_FreeKeywords_Daypart","sieq6v06h2","ben",,0,0,0,0,0,0,0,0,0,0,0
"Total","sieq6v06h2_0616_DentalImplantTrials_FB_TL_FreeKeywords_Daypart","sieq6v06h2","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sieq6v06h2_0616_DentalImplantTrials_FB_TL_FreeKeywords_Daypart","sieq6v06h2","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sieq6v06h2_0616_DentalImplantTrials_FB_TL_FreeKeywords_Daypart","sieq6v06h2","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sieq6v06h2_0616_DentalImplantTrials_FB_TL_FreeKeywords_Daypart","sieq6v06h2","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sieq6v06h2_0616_DentalImplantTrials_FB_TL_FreeKeywords_Daypart","sieq6v06h2","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sieq6v06h2_0616_DentalImplantTrials_FB_TL_FreeKeywords_Daypart","sieq6v06h2","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sif340c06nk_0923_SeniorApartments_55+_KW_BH","sif340c06nk","ben",,2245,186,185,128,50,72,0.3870967741935484,1.218783930510315,48.95696699999999,48.50000000000001,0.4569669999999846
"Total","sif340c06nk_0923_SeniorApartments_55+_KW_BH","sif340c06nk","ben","2025-10-01",835,81,76,69,24,32,0.3950617283950617,1.2518740629685157,15.913044000000001,16.89,-0.9769559999999995
"Total","sif340c06nk_0923_SeniorApartments_55+_KW_BH","sif340c06nk","ben","2025-10-02",1024,77,81,49,21,34,0.44155844155844154,1.210401891252955,30.788672999999996,24.73,6.058672999999995
"Total","sif340c06nk_0923_SeniorApartments_55+_KW_BH","sif340c06nk","ben","2025-10-03",386,28,27,10,5,6,0.21428571428571427,1.1732522796352585,2.25525,6.88,-4.62475
"Total","sif340c06nk_0923_SeniorApartments_55+_KW_BH","sif340c06nk","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sif340c06nk_0923_SeniorApartments_55+_KW_BH","sif340c06nk","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sif340c06nk_0923_SeniorApartments_55+_KW_BH","sif340c06nk","ben","2025-10-06",0,0,1,0,0,0,0,0,0,0,0
"Total","sif340c06nk_0923_SeniorApartments_55+_KW_BH","sif340c06nk","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sif340c06nk_0923_SeniorApartments_55+_KW_BH","sif340c06nk","ben","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","sif340c06nk_0923_SeniorApartments_55+_KW_BH","sif340c06nk","ben","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","sifb1dk06os_0902_DiabetesStudy_KnowledgeWarehouse_TJ","sifb1dk06os","tj",,16234,1103,57,637,301,352,0.31912964641885766,1.1339759709416037,528.3200742283,501.44000000000005,26.880074228299918
"Total","sifb1dk06os_0902_DiabetesStudy_KnowledgeWarehouse_TJ","sifb1dk06os","tj","2025-10-01",3337,237,23,129,66,80,0.33755274261603374,1.180820948336872,81.9779395146,119.21,-37.2320604854
"Total","sifb1dk06os_0902_DiabetesStudy_KnowledgeWarehouse_TJ","sifb1dk06os","tj","2025-10-02",2292,150,4,79,33,37,0.24666666666666667,1.1693877551020408,58.925171999999996,61.97,-3.0448280000000025
