"Total","Facebook Campaign Name","Campaign Id","Campaign Owner","Date","Viewable Impressions","Facebook Clicks","Strategis Impressions","S1 Searches","Conversions","S1 Clicks","Conversion Rate","Frequency","Revenue","Spent","Margin"
"Total","sih79o60609_0908_OnlineHighSchool_FB_TJ","sih79o60609","tj","2025-10-07",1475,63,2,21,9,13,0.20634920634920634,1.0475852272727273,27.238776278499998,22.06,5.178776278499999
"Total","sih79o60609_0908_OnlineHighSchool_FB_TJ","sih79o60609","tj","2025-10-08",809,46,2,29,10,11,0.2391304347826087,1.0266497461928934,19.143572973999998,13.2,5.9435729739999985
"Total","sih79o60609_0908_OnlineHighSchool_FB_TJ","sih79o60609","tj","2025-10-09",1101,49,10,44,19,24,0.4897959183673469,1.0525812619502868,34.992459,22.64,12.352458999999996
"Total","sih839c068y_0923_DiabetesStudy_KnowledgeWarehouse_TJ","sih839c068y","tj",,14835,1129,10,635,321,388,0.3436669619131975,1.0775768141207234,665.4333858743,515.13,150.30338587430003
"Total","sih839c068y_0923_DiabetesStudy_KnowledgeWarehouse_TJ","sih839c068y","tj","2025-10-01",530,34,1,17,8,9,0.2647058823529412,1.03515625,12.71961,18.67,-5.950390000000002
"Total","sih839c068y_0923_DiabetesStudy_KnowledgeWarehouse_TJ","sih839c068y","tj","2025-10-02",488,36,2,18,13,15,0.4166666666666667,1.0608695652173914,25.601598,19.8,5.8015979999999985
"Total","sih839c068y_0923_DiabetesStudy_KnowledgeWarehouse_TJ","sih839c068y","tj","2025-10-03",895,72,1,41,20,27,0.375,1.1104218362282878,39.29258928,34.68,4.612589280000002
"Total","sih839c068y_0923_DiabetesStudy_KnowledgeWarehouse_TJ","sih839c068y","tj","2025-10-04",940,73,0,41,26,29,0.3972602739726027,1.0526315789473684,45.1836015814,34.12,11.0636015814
"Total","sih839c068y_0923_DiabetesStudy_KnowledgeWarehouse_TJ","sih839c068y","tj","2025-10-05",1228,101,1,49,23,27,0.26732673267326734,1.0809859154929577,48.145077,42.36,5.785077000000001
"Total","sih839c068y_0923_DiabetesStudy_KnowledgeWarehouse_TJ","sih839c068y","tj","2025-10-06",1807,136,2,59,33,42,0.3088235294117647,1.0629411764705883,94.41341168459998,56.35,38.06341168459998
"Total","sih839c068y_0923_DiabetesStudy_KnowledgeWarehouse_TJ","sih839c068y","tj","2025-10-07",3027,231,1,131,62,72,0.3116883116883117,1.0772241992882563,113.68210911350003,101.23,12.452109113500029
"Total","sih839c068y_0923_DiabetesStudy_KnowledgeWarehouse_TJ","sih839c068y","tj","2025-10-08",3192,246,0,135,71,91,0.3699186991869919,1.0980392156862746,142.63344741999998,109.01,33.62344741999998
"Total","sih839c068y_0923_DiabetesStudy_KnowledgeWarehouse_TJ","sih839c068y","tj","2025-10-09",2728,200,2,144,65,76,0.38,1.0727487219819112,143.7619417948,98.91,44.85194179480001
"Total","sihw228065b_0908_JeepGrandCherokeeSUVs_TJ","sihw228065b","tj",,1534,161,12,114,38,55,0.3416149068322981,1.0623268698060941,55.019079,43.09,11.929078999999994
"Total","sihw228065b_0908_JeepGrandCherokeeSUVs_TJ","sihw228065b","tj","2025-10-01",55,5,1,2,0,0,0,1.0377358490566038,0,1.6800000000000002,-1.6800000000000002
"Total","sihw228065b_0908_JeepGrandCherokeeSUVs_TJ","sihw228065b","tj","2025-10-02",46,5,0,3,1,1,0.2,1.0222222222222221,0.54126,1.56,-1.0187400000000002
"Total","sihw228065b_0908_JeepGrandCherokeeSUVs_TJ","sihw228065b","tj","2025-10-03",145,9,1,2,1,1,0.1111111111111111,1.1068702290076335,0.234546,4.2,-3.9654540000000003
"Total","sihw228065b_0908_JeepGrandCherokeeSUVs_TJ","sihw228065b","tj","2025-10-04",358,37,2,38,8,16,0.43243243243243246,1.081570996978852,15.507099,9.82,5.687099
"Total","sihw228065b_0908_JeepGrandCherokeeSUVs_TJ","sihw228065b","tj","2025-10-05",392,47,4,29,16,20,0.425531914893617,1.0481283422459893,24.293553,11.84,12.453553
"Total","sihw228065b_0908_JeepGrandCherokeeSUVs_TJ","sihw228065b","tj","2025-10-06",268,29,1,21,7,10,0.3448275862068966,1.0592885375494072,10.536527999999999,6.91,3.6265279999999986
"Total","sihw228065b_0908_JeepGrandCherokeeSUVs_TJ","sihw228065b","tj","2025-10-07",98,9,0,7,2,2,0.2222222222222222,1.0315789473684212,1.208814,2.43,-1.221186
"Total","sihw228065b_0908_JeepGrandCherokeeSUVs_TJ","sihw228065b","tj","2025-10-08",90,9,1,6,2,2,0.2222222222222222,1.0714285714285714,1.308045,2.21,-0.9019550000000001
"Total","sihw228065b_0908_JeepGrandCherokeeSUVs_TJ","sihw228065b","tj","2025-10-09",82,11,2,6,1,3,0.2727272727272727,1.0512820512820513,1.389234,2.44,-1.0507659999999999
"Total","sii8148062o_Parkinsons_WH_Facebook_TriviaLibrary_RSOC_TJ","sii8148062o","tj",,0,0,0,0,0,0,0,0,0,0,0
"Total","sii8148062o_Parkinsons_WH_Facebook_TriviaLibrary_RSOC_TJ","sii8148062o","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sii8148062o_Parkinsons_WH_Facebook_TriviaLibrary_RSOC_TJ","sii8148062o","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sii8148062o_Parkinsons_WH_Facebook_TriviaLibrary_RSOC_TJ","sii8148062o","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sii8148062o_Parkinsons_WH_Facebook_TriviaLibrary_RSOC_TJ","sii8148062o","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sii8148062o_Parkinsons_WH_Facebook_TriviaLibrary_RSOC_TJ","sii8148062o","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sii8148062o_Parkinsons_WH_Facebook_TriviaLibrary_RSOC_TJ","sii8148062o","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siib1il065m_0827__FordvDodge_Content2_FB_TL_RD_BH","siib1il065m","ben",,36932,3032,66,2053,852,1147,0.3782981530343008,1.1863796980404755,1053.5538566777996,888.73,164.82385667779954
"Total","siib1il065m_0827__FordvDodge_Content2_FB_TL_RD_BH","siib1il065m","ben","2025-10-01",9743,855,23,645,232,347,0.4058479532163743,1.2473434899500704,316.37261666069975,261.29,55.08261666069973
"Total","siib1il065m_0827__FordvDodge_Content2_FB_TL_RD_BH","siib1il065m","ben","2025-10-02",4206,306,9,209,94,116,0.3790849673202614,1.2027452101801543,96.17288100000002,90.75,5.422881000000018
"Total","siib1il065m_0827__FordvDodge_Content2_FB_TL_RD_BH","siib1il065m","ben","2025-10-03",2685,207,1,116,57,73,0.3526570048309179,1.187002652519894,61.694618999999996,59.43,2.264618999999996
"Total","siib1il065m_0827__FordvDodge_Content2_FB_TL_RD_BH","siib1il065m","ben","2025-10-04",4537,363,4,244,109,143,0.3939393939393939,1.1603580562659848,142.31784845379988,96.27,46.04784845379989
"Total","siib1il065m_0827__FordvDodge_Content2_FB_TL_RD_BH","siib1il065m","ben","2025-10-05",5992,436,5,246,100,126,0.2889908256880734,1.1795275590551182,128.2046022681,136.34,-8.135397731900014
"Total","siib1il065m_0827__FordvDodge_Content2_FB_TL_RD_BH","siib1il065m","ben","2025-10-06",3063,254,6,152,70,87,0.3425196850393701,1.1265171018756897,97.381695,71.11,26.271694999999994
"Total","siib1il065m_0827__FordvDodge_Content2_FB_TL_RD_BH","siib1il065m","ben","2025-10-07",1345,96,4,79,33,42,0.4375,1.2095323741007193,36.354363557,25.88,10.474363557
"Total","siib1il065m_0827__FordvDodge_Content2_FB_TL_RD_BH","siib1il065m","ben","2025-10-08",1694,163,2,126,59,82,0.5030674846625767,1.1086387434554974,64.0505054457,41.94,22.1105054457
"Total","siib1il065m_0827__FordvDodge_Content2_FB_TL_RD_BH","siib1il065m","ben","2025-10-09",3667,352,12,236,98,131,0.3721590909090909,1.1420118343195267,111.00472529250003,105.72,5.284725292500028
"Total","siibya06sq_0421_SenInternet_FB_TriviaLibrary_RSOC_AU","siibya06sq","Anastasia",,0,0,0,0,0,0,0,0,0,0,0
"Total","siibya06sq_0421_SenInternet_FB_TriviaLibrary_RSOC_AU","siibya06sq","Anastasia","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siibya06sq_0421_SenInternet_FB_TriviaLibrary_RSOC_AU","siibya06sq","Anastasia","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siibya06sq_0421_SenInternet_FB_TriviaLibrary_RSOC_AU","siibya06sq","Anastasia","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","siibya06sq_0421_SenInternet_FB_TriviaLibrary_RSOC_AU","siibya06sq","Anastasia","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siibya06sq_0421_SenInternet_FB_TriviaLibrary_RSOC_AU","siibya06sq","Anastasia","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siibya06sq_0421_SenInternet_FB_TriviaLibrary_RSOC_AU","siibya06sq","Anastasia","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siics606bb_CruisePackages_1008_Facebook_KnowledgeWarehouse_TJ","siics606bb","tj",,700,82,96,32,20,27,0.32926829268292684,1.1382113821138211,14.8336006987,22.2,-7.3663993012999995
"Total","siics606bb_CruisePackages_1008_Facebook_KnowledgeWarehouse_TJ","siics606bb","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siics606bb_CruisePackages_1008_Facebook_KnowledgeWarehouse_TJ","siics606bb","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siics606bb_CruisePackages_1008_Facebook_KnowledgeWarehouse_TJ","siics606bb","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","siics606bb_CruisePackages_1008_Facebook_KnowledgeWarehouse_TJ","siics606bb","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siics606bb_CruisePackages_1008_Facebook_KnowledgeWarehouse_TJ","siics606bb","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siics606bb_CruisePackages_1008_Facebook_KnowledgeWarehouse_TJ","siics606bb","tj","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","siics606bb_CruisePackages_1008_Facebook_KnowledgeWarehouse_TJ","siics606bb","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siics606bb_CruisePackages_1008_Facebook_KnowledgeWarehouse_TJ","siics606bb","tj","2025-10-08",0,0,16,0,0,0,0,0,0,0,0
"Total","siics606bb_CruisePackages_1008_Facebook_KnowledgeWarehouse_TJ","siics606bb","tj","2025-10-09",700,82,80,32,20,27,0.32926829268292684,1.1382113821138211,14.8336006987,22.2,-7.3663993012999995
"Total","siik4xl06jd_PickupTruckJob_0923_Facebook_KnowledgeWarehouse_MIKE","siik4xl06jd","mike",,0,0,1,0,0,0,0,0,0,0,0
"Total","siik4xl06jd_PickupTruckJob_0923_Facebook_KnowledgeWarehouse_MIKE","siik4xl06jd","mike","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siik4xl06jd_PickupTruckJob_0923_Facebook_KnowledgeWarehouse_MIKE","siik4xl06jd","mike","2025-10-05",0,0,1,0,0,0,0,0,0,0,0
"Total","siik4xl06jd_PickupTruckJob_0923_Facebook_KnowledgeWarehouse_MIKE","siik4xl06jd","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siim2yn06hi_1001_MemoryLossTrials_Canada_KnowledgeWarehouse_TJ","siim2yn06hi","tj",,5615,446,404,288,99,114,0.2556053811659193,1.2093474046952402,46.795087833,99.11,-52.314912167
"Total","siim2yn06hi_1001_MemoryLossTrials_Canada_KnowledgeWarehouse_TJ","siim2yn06hi","tj","2025-10-01",0,0,29,0,0,0,0,0,0,0,0
"Total","siim2yn06hi_1001_MemoryLossTrials_Canada_KnowledgeWarehouse_TJ","siim2yn06hi","tj","2025-10-02",1924,156,127,89,38,44,0.28205128205128205,1.2657894736842106,16.409198999999997,32.86,-16.450801000000002
"Total","siim2yn06hi_1001_MemoryLossTrials_Canada_KnowledgeWarehouse_TJ","siim2yn06hi","tj","2025-10-03",1324,106,85,73,23,29,0.27358490566037735,1.2135655362053162,12.3574812857,23.2,-10.842518714299999
"Total","siim2yn06hi_1001_MemoryLossTrials_Canada_KnowledgeWarehouse_TJ","siim2yn06hi","tj","2025-10-04",842,58,45,30,9,11,0.1896551724137931,1.1875881523272214,4.4202900000000005,14.2,-9.779709999999998
"Total","siim2yn06hi_1001_MemoryLossTrials_Canada_KnowledgeWarehouse_TJ","siim2yn06hi","tj","2025-10-05",964,76,74,48,18,19,0.25,1.1628468033775634,8.0489262973,18.94,-10.891073702700002
"Total","siim2yn06hi_1001_MemoryLossTrials_Canada_KnowledgeWarehouse_TJ","siim2yn06hi","tj","2025-10-06",561,50,44,48,11,11,0.22,1.1356275303643724,5.559191249999999,9.91,-4.3508087500000014
"Total","siim2yn06hi_1001_MemoryLossTrials_Canada_KnowledgeWarehouse_TJ","siim2yn06hi","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siim2yn06hi_1001_MemoryLossTrials_Canada_KnowledgeWarehouse_TJ","siim2yn06hi","tj","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","siim2yn06hi_1001_MemoryLossTrials_Canada_KnowledgeWarehouse_TJ","siim2yn06hi","tj","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","siiu7c506ok_0807_SeniorApartments_FB_TL_TJ","siiu7c506ok","tj",,0,0,0,0,0,0,0,0,0,0,0
"Total","siiu7c506ok_0807_SeniorApartments_FB_TL_TJ","siiu7c506ok","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siiu7c506ok_0807_SeniorApartments_FB_TL_TJ","siiu7c506ok","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siiu7c506ok_0807_SeniorApartments_FB_TL_TJ","siiu7c506ok","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","siiu7c506ok_0807_SeniorApartments_FB_TL_TJ","siiu7c506ok","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siiu7c506ok_0807_SeniorApartments_FB_TL_TJ","siiu7c506ok","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siiu7c506ok_0807_SeniorApartments_FB_TL_TJ","siiu7c506ok","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siix2x06r3_0806_MotorcycleAccidentLawyer_FB_TL_BH","siix2x06r3","ben",,0,0,0,0,0,0,0,0,0,0,0
"Total","siix2x06r3_0806_MotorcycleAccidentLawyer_FB_TL_BH","siix2x06r3","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siix2x06r3_0806_MotorcycleAccidentLawyer_FB_TL_BH","siix2x06r3","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siix2x06r3_0806_MotorcycleAccidentLawyer_FB_TL_BH","siix2x06r3","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","siix2x06r3_0806_MotorcycleAccidentLawyer_FB_TL_BH","siix2x06r3","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siix2x06r3_0806_MotorcycleAccidentLawyer_FB_TL_BH","siix2x06r3","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siix2x06r3_0806_MotorcycleAccidentLawyer_FB_TL_BH","siix2x06r3","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sij2zf060t_0820_Neuropathy_FB_SP_RD_BH","sij2zf060t","ben",,0,0,2,0,0,0,0,0,0,0,0
"Total","sij2zf060t_0820_Neuropathy_FB_SP_RD_BH","sij2zf060t","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sij2zf060t_0820_Neuropathy_FB_SP_RD_BH","sij2zf060t","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sij2zf060t_0820_Neuropathy_FB_SP_RD_BH","sij2zf060t","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sij2zf060t_0820_Neuropathy_FB_SP_RD_BH","sij2zf060t","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sij2zf060t_0820_Neuropathy_FB_SP_RD_BH","sij2zf060t","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sij2zf060t_0820_Neuropathy_FB_SP_RD_BH","sij2zf060t","ben","2025-10-06",0,0,2,0,0,0,0,0,0,0,0
"Total","sij2zf060t_0820_Neuropathy_FB_SP_RD_BH","sij2zf060t","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sij2zf060t_0820_Neuropathy_FB_SP_RD_BH","sij2zf060t","ben","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","sij2zf060t_0820_Neuropathy_FB_SP_RD_BH","sij2zf060t","ben","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","sijb1sp06ai_PlumbingTraining_0915_Facebook_KnowledgeWarehouse_TJ","sijb1sp06ai","tj",,1370,49,1,31,13,17,0.3469387755102041,1.1303630363036303,21.055014,32.09,-11.034986000000004
"Total","sijb1sp06ai_PlumbingTraining_0915_Facebook_KnowledgeWarehouse_TJ","sijb1sp06ai","tj","2025-10-01",815,22,0,11,5,6,0.2727272727272727,1.1256906077348066,11.628069,17.85,-6.221931000000001
"Total","sijb1sp06ai_PlumbingTraining_0915_Facebook_KnowledgeWarehouse_TJ","sijb1sp06ai","tj","2025-10-02",555,27,0,20,8,11,0.4074074074074074,1.1372950819672132,9.426945,14.24,-4.813055
"Total","sijb1sp06ai_PlumbingTraining_0915_Facebook_KnowledgeWarehouse_TJ","sijb1sp06ai","tj","2025-10-03",0,0,1,0,0,0,0,0,0,0,0
"Total","sijb1sp06ai_PlumbingTraining_0915_Facebook_KnowledgeWarehouse_TJ","sijb1sp06ai","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sijb1sp06ai_PlumbingTraining_0915_Facebook_KnowledgeWarehouse_TJ","sijb1sp06ai","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sijb1sp06ai_PlumbingTraining_0915_Facebook_KnowledgeWarehouse_TJ","sijb1sp06ai","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sijeaf06nf_CDL_0909_Facebook_KnowledgeWarehouse_TJ","sijeaf06nf","tj",,7314,495,6,393,134,175,0.35353535353535354,1.1530821377896894,180.9061006683,240.42000000000002,-59.5138993317
"Total","sijeaf06nf_CDL_0909_Facebook_KnowledgeWarehouse_TJ","sijeaf06nf","tj","2025-10-01",904,61,0,53,15,19,0.3114754098360656,1.1501272264631044,19.4295978382,27.82,-8.3904021618
"Total","sijeaf06nf_CDL_0909_Facebook_KnowledgeWarehouse_TJ","sijeaf06nf","tj","2025-10-02",926,59,1,44,11,12,0.2033898305084746,1.1618569636135507,13.044366,27.84,-14.795634
"Total","sijeaf06nf_CDL_0909_Facebook_KnowledgeWarehouse_TJ","sijeaf06nf","tj","2025-10-03",877,63,0,56,22,32,0.5079365079365079,1.155467720685112,33.43218684000001,27.48,5.952186840000007
"Total","sijeaf06nf_CDL_0909_Facebook_KnowledgeWarehouse_TJ","sijeaf06nf","tj","2025-10-04",847,51,0,47,13,15,0.29411764705882354,1.1602739726027398,23.301242999999996,28.09,-4.788757000000004
"Total","sijeaf06nf_CDL_0909_Facebook_KnowledgeWarehouse_TJ","sijeaf06nf","tj","2025-10-05",1028,79,2,82,25,36,0.45569620253164556,1.1511758118701008,36.3323478457,37.34,-1.007652154300004
"Total","sijeaf06nf_CDL_0909_Facebook_KnowledgeWarehouse_TJ","sijeaf06nf","tj","2025-10-06",936,66,0,30,14,13,0.19696969696969696,1.164179104477612,15.822833999999999,30.05,-14.227166000000002
"Total","sijeaf06nf_CDL_0909_Facebook_KnowledgeWarehouse_TJ","sijeaf06nf","tj","2025-10-07",862,62,1,47,18,23,0.3709677419354839,1.1493333333333333,22.741940999999997,29.12,-6.378059000000004
"Total","sijeaf06nf_CDL_0909_Facebook_KnowledgeWarehouse_TJ","sijeaf06nf","tj","2025-10-08",691,34,1,28,12,20,0.5882352941176471,1.1421487603305784,13.154023445700002,23.6,-10.4459765543
"Total","sijeaf06nf_CDL_0909_Facebook_KnowledgeWarehouse_TJ","sijeaf06nf","tj","2025-10-09",243,20,1,6,4,5,0.25,1.1095890410958904,3.6475606987,9.08,-5.4324393013000005
"Total","sijl1r706ds_0825_FordvDodge_FB_TL_Test_RD_BH","sijl1r706ds","ben",,31903,3282,83,2183,1008,1360,0.4143814747105424,1.13562097319617,1316.1903748859,1074.0100000000002,242.1803748858997
"Total","sijl1r706ds_0825_FordvDodge_FB_TL_Test_RD_BH","sijl1r706ds","ben","2025-10-01",3469,346,16,227,104,129,0.37283236994219654,1.1086609140300416,132.12895083820004,123.5,8.62895083820004
"Total","sijl1r706ds_0825_FordvDodge_FB_TL_Test_RD_BH","sijl1r706ds","ben","2025-10-02",1819,194,5,119,46,63,0.3247422680412371,1.0872683801554095,48.0128047976,66.49,-18.477195202399997
"Total","sijl1r706ds_0825_FordvDodge_FB_TL_Test_RD_BH","sijl1r706ds","ben","2025-10-03",1873,201,3,113,60,80,0.39800995024875624,1.1554595928439235,78.199398148,64.46,13.739398148000006
"Total","sijl1r706ds_0825_FordvDodge_FB_TL_Test_RD_BH","sijl1r706ds","ben","2025-10-04",3287,317,9,248,113,158,0.49842271293375395,1.113859708573365,150.44961561690002,102.98,47.469615616900015
"Total","sijl1r706ds_0825_FordvDodge_FB_TL_Test_RD_BH","sijl1r706ds","ben","2025-10-05",5386,549,11,350,158,221,0.40255009107468126,1.1929125138427463,262.0773236496999,167.91,94.16732364969991
"Total","sijl1r706ds_0825_FordvDodge_FB_TL_Test_RD_BH","sijl1r706ds","ben","2025-10-06",3988,429,14,315,131,197,0.4592074592074592,1.128785734503255,212.92424530890003,129.8,83.12424530890002
"Total","sijl1r706ds_0825_FordvDodge_FB_TL_Test_RD_BH","sijl1r706ds","ben","2025-10-07",3851,416,9,294,136,176,0.4230769230769231,1.1256942414498685,139.6306159490001,131.94,7.69061594900009
"Total","sijl1r706ds_0825_FordvDodge_FB_TL_Test_RD_BH","sijl1r706ds","ben","2025-10-08",3932,365,7,254,119,151,0.4136986301369863,1.164347053597868,135.36572678279995,130.08,5.285726782799941
"Total","sijl1r706ds_0825_FordvDodge_FB_TL_Test_RD_BH","sijl1r706ds","ben","2025-10-09",4298,465,9,263,141,185,0.3978494623655914,1.1097340562871159,157.40169379480002,156.85,0.5516937948000304
"Total","sik115w06si_SeniorLiving_0902_Facebook_KnowledgeWarehouse_TJ","sik115w06si","tj",,6202,880,17,690,337,427,0.48522727272727273,1.1350658857979503,226.17163673182998,209.71,16.46163673182997
"Total","sik115w06si_SeniorLiving_0902_Facebook_KnowledgeWarehouse_TJ","sik115w06si","tj","2025-10-01",639,87,2,73,41,53,0.6091954022988506,1.109375,25.850913676400005,23.57,2.2809136764000044
"Total","sik115w06si_SeniorLiving_0902_Facebook_KnowledgeWarehouse_TJ","sik115w06si","tj","2025-10-02",651,98,3,73,33,47,0.47959183673469385,1.1625,21.948092999999997,23.29,-1.3419070000000026
"Total","sik115w06si_SeniorLiving_0902_Facebook_KnowledgeWarehouse_TJ","sik115w06si","tj","2025-10-03",609,86,5,68,36,41,0.47674418604651164,1.1032608695652173,21.232547279999995,21.17,0.06254727999999332
"Total","sik115w06si_SeniorLiving_0902_Facebook_KnowledgeWarehouse_TJ","sik115w06si","tj","2025-10-04",694,100,1,81,44,50,0.5,1.1339869281045751,36.1716225814,21.77,14.401622581400002
"Total","sik115w06si_SeniorLiving_0902_Facebook_KnowledgeWarehouse_TJ","sik115w06si","tj","2025-10-05",786,108,0,89,40,54,0.5,1.1541850220264318,29.963521845399995,25.16,4.803521845399995
"Total","sik115w06si_SeniorLiving_0902_Facebook_KnowledgeWarehouse_TJ","sik115w06si","tj","2025-10-06",723,108,2,95,41,60,0.5555555555555556,1.160513643659711,30.00122579219999,23.14,6.861225792199988
"Total","sik115w06si_SeniorLiving_0902_Facebook_KnowledgeWarehouse_TJ","sik115w06si","tj","2025-10-07",606,95,2,69,34,38,0.4,1.0918918918918918,12.850281278499999,22.03,-9.179718721500002
"Total","sik115w06si_SeniorLiving_0902_Facebook_KnowledgeWarehouse_TJ","sik115w06si","tj","2025-10-08",798,99,1,85,39,49,0.494949494949495,1.1515151515151516,24.569460579229997,24.87,-0.3005394207700043
"Total","sik115w06si_SeniorLiving_0902_Facebook_KnowledgeWarehouse_TJ","sik115w06si","tj","2025-10-09",696,99,1,57,29,35,0.35353535353535354,1.1372549019607843,23.583970698699996,24.71,-1.1260293013000044
"Total","sik927o064e_Osteoporosis_0924_KnowledgeWarehouse_TJ","sik927o064e","tj",,2954,396,380,308,106,126,0.3181818181818182,1.1227670087419233,64.0962662436,83.35999999999999,-19.263733756399986
"Total","sik927o064e_Osteoporosis_0924_KnowledgeWarehouse_TJ","sik927o064e","tj","2025-10-01",564,79,83,52,21,26,0.3291139240506329,1.1146245059288538,13.044365999999998,15.51,-2.4656340000000014
"Total","sik927o064e_Osteoporosis_0924_KnowledgeWarehouse_TJ","sik927o064e","tj","2025-10-02",454,69,58,86,17,24,0.34782608695652173,1.1435768261964736,12.6024443929,12.59,0.012444392900000878
"Total","sik927o064e_Osteoporosis_0924_KnowledgeWarehouse_TJ","sik927o064e","tj","2025-10-03",510,71,66,43,16,18,0.2535211267605634,1.120879120879121,8.537113559999998,13.09,-4.552886440000002
"Total","sik927o064e_Osteoporosis_0924_KnowledgeWarehouse_TJ","sik927o064e","tj","2025-10-04",527,68,65,52,22,24,0.35294117647058826,1.1309012875536482,12.754400290700003,14.41,-1.655599709299997
"Total","sik927o064e_Osteoporosis_0924_KnowledgeWarehouse_TJ","sik927o064e","tj","2025-10-05",584,72,70,39,15,16,0.2222222222222222,1.1317829457364341,10.599674999999998,17.85,-7.250325000000004
"Total","sik927o064e_Osteoporosis_0924_KnowledgeWarehouse_TJ","sik927o064e","tj","2025-10-06",315,37,37,36,15,18,0.4864864864864865,1.0824742268041236,6.558267000000001,9.91,-3.3517329999999994
"Total","sik927o064e_Osteoporosis_0924_KnowledgeWarehouse_TJ","sik927o064e","tj","2025-10-07",0,0,1,0,0,0,0,0,0,0,0
"Total","sik927o064e_Osteoporosis_0924_KnowledgeWarehouse_TJ","sik927o064e","tj","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","sik927o064e_Osteoporosis_0924_KnowledgeWarehouse_TJ","sik927o064e","tj","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","sikj1gd06xv_0918_RoofRepairGrants_FB_FoundDelights_RSOC_AU","sikj1gd06xv","Anastasia",,13112,278,33,178,69,76,0.2733812949640288,1.2641727728499808,238.62792460200004,196.86999999999998,41.75792460200006
"Total","sikj1gd06xv_0918_RoofRepairGrants_FB_FoundDelights_RSOC_AU","sikj1gd06xv","Anastasia","2025-10-01",3559,84,1,63,18,21,0.25,1.2039918809201624,34.94278020339999,58.12,-23.177219796600006
"Total","sikj1gd06xv_0918_RoofRepairGrants_FB_FoundDelights_RSOC_AU","sikj1gd06xv","Anastasia","2025-10-02",1855,38,4,21,12,14,0.3684210526315789,1.3137393767705383,24.356650784400003,27.58,-3.2233492155999954
"Total","sikj1gd06xv_0918_RoofRepairGrants_FB_FoundDelights_RSOC_AU","sikj1gd06xv","Anastasia","2025-10-03",1250,20,1,10,8,8,0.4,1.4156285390713477,5.2264695586,14.54,-9.3135304414
